;title;body;category;sub_category;date;link
388; Bahrain makes largest oil discovery in its history ;Bahrain on Sunday announced it has discovered the largest oil and gas field in the history of the small kingdom which unlike its Gulf neighbors is not energy-rich Authorities estimate the newfound reserves at many times the volume of Bahrains only other known oil field the state-run BNA news agency said BNA did not give details on the size of the new light shale oil and gas find or on the expected date of the start of production Manama is the smallest producer of hydrocarbons in the Gulf Cooperation Council GCC which also groups Kuwait Oman Qatar Saudi Arabia and the United Arab Emirates Bahrain currently has only one oilfield with several hundred million barrels of crude reserves The field was the first to be discovered in the Gulf and the first to start production It currently pumps around 50000 barrels per day bpd in addition to over one billion cubic feet 28 million cubic metres of natural gas daily The kingdom which raises around 80 percent of its revenues from oil receives another 150000 bpd from the Abu Safa oilfield which it shares with Saudi Arabia;News;Business;Sun, April 1, 2018 09:43 pm;http://www.thejakartapost.com/news/2018/04/01/bahrain-makes-largest-oil-discovery-in-its-history-.html
389;Scenic Tour de Lombok Mandalika on horizon;The second edition of Tour de Lombok Mandalika a 3668-km race sanctioned by Union Cycliste Internationale UCI the world governing body for cycling is set to feature a three-stage race that will run from April 13 to 15 in West Nusa Tenggara NTB Dozens of riders from 18 countries will take part in the tour which is classified as a 22 event  the lowest level  in the UCI calendar The three-stage race consists of the 844-km Kuta Mandalika-Kota Mataram route the 1724-km Mataram-Sembalun route in East Lombok and the 110-km Kota Mataram circuit race Today we officially launched the Tour de Lombok Mandalika event as part of our preparations to make sure that all routes are ready NTB Tourism Agency head Mohammad Faozal said on Sunday In the first stage  the Kuta Mandalika-Kota Mataram route  cyclists will experience scenic beaches in the Mandalika special economic zone and catch a glimpse of the daily lives of those in Sade and Ende traditional Sasak villages In the second stage the Mataram-Sembalun route will present Sembalun village a halal tourist destination and one of two gateways to Mount Rinjani  Indonesias second-highest peak at 3726 meters high  in East Lombok Sembalun was awarded Worlds Best Halal Honeymoon Destination at the 2016 World Halal Tourism Awards in Abu Dhabi United Arab Emirates The circuit race in the final stage will take participants to several popular tourist spots in the provincial capital including Jl Lingkar Ampenan with its beach views Ampenan Old Town and Sangkareang Park;News;Sports;Sun, April 1, 2018 09:08 pm;http://www.thejakartapost.com/news/2018/04/01/scenic-tour-de-lombok-mandalika-on-horizon.html
390;Rock n roller battles gospel singer for Costa Rica presidency;Costa Ricans will pick their next president Sunday deciding between Evangelical singer and preacher Fabricio Alvarado or his distant cousin Carlos Alvarado a novelist and former rock-and-roller Polls opened at 6 am and will close at 6 pm with 33 million registered voters and results expected later tonight The winner will take office on May 8 Fabricio Alvarado 43 won the most votes in a first round vote in February after he opposed a ruling by an international court that supported gay marriage in the country He served one term as a lawmaker and leads polls heading into Sundays election Ruling party candidate Carlos Alvarado a 38-year-old former labor minister and rock-and-roll singer backed the international court ruling and promised to get religion out of government While they are not close relations a genealogist traced both their families back to the same Costa Rican woman in the 18th century Both have pledged to slash the countrys record fiscal deficit and introduce fiscal rules that limit borrowing The Central Bank forecasts that in the absence of tax and spending reforms the deficit will reach 71 percent of gross domestic product this year and 79 percent in 2019 The country has received four downgrades over the last five years from the main ratings agencies Costa Ricas dollar bonds have returned 12 percent this year the only sovereign in its rating bucket to produce positive returns amid optimism the fiscal situation will be addressed;News;World;Sun, April 1, 2018 08:45 pm;http://www.thejakartapost.com/news/2018/04/01/rock-n-roller-battles-gospel-singer-for-costa-rica-presidency.html
391;Garuda prepares additional flights for IMF-World Bank meetings;Jakarta National flag carrier Garuda Indonesia is preparing additional flights to deal with an anticipated increase in passengers to Denpasar Bali ahead of the International Monetary Fund IMF and World Bank annual meetings in Bali in October Our current capacity is enough to handle an influx of passengers Garuda Indonesia president director Pahala N Mansury said in Denpasar on Saturday as reported by Antara He said the airline was in talks with the government about opening additional flights to Bali especially routes from cities in Northeast Asian countries Garuda is also preparing to modify several flights to Bali Some routes such as Shanghai-Jakarta Beijing-Jakarta might still be needed but we can reroute them to make them stop in Denpasar first before they head to Jakarta Pahala said He also said the company was ready to assist meeting delegations looking to visit Indonesian tourist sites after the IMF-World Bank meetings adding that the airline had 202 Garuda and Citilink airplanes Tourism Minister Arief Yahya previously said that flights the week before and after the meetings had been fully booked and he believed airlines would be ready to handle an increase in air traffic to Bali The IMF-World Bank annual meetings are scheduled to take place from Oct 8 to 14 at the Bali Nusa Dua Convention Center Some 15000 delegations comprising state leaders financial ministers central bank governors businesses and academics from 189 countries will attend the event  JPami;News;Business;Sun, April 1, 2018 06:57 pm;http://www.thejakartapost.com/news/2018/04/01/garuda-prepares-additional-flights-for-imf-world-bank-meetings.html
392;Rini Soemarno says no SOEs will suffer losses;State-owned enterprises must no longer experience losses starting next year and for that reason they have to be willing to adopt changes and involve young people in their management said a top official on Sunday The management of state-owned companies must be based on existing management involving the millennial generation to make progress along with them State-Owned Enterprises Minister Rini Soemarno said on Sunday during the commemoration of the 117th anniversary of state pawnshop PT Pegadaian No state-owned company will suffer losses starting next year she said To achieve the target the management of state-owned companies must be willing to make changes and follow developments Rini said the management of state-owned companies must be digitally based and involve millennials On the other hand the minister said state-owned companies must work together to make greater contributions to the national economy I always stress that state-owned companies belong to the nation and therefore they must synergize she said was quoted by Antara She further underscored the need for state-owned companies to conduct digital transformation to make them more competitive She said many state-owned companies that were more than a year old had contributed significantly to the national economy  JP ;News;Business;Sun, April 1, 2018 06:51 pm;http://www.thejakartapost.com/news/2018/04/01/rini-soemarno-says-no-soes-will-suffer-losses.html
393;Wonogiri residents claim sightings of extinct Javan tiger;A number of residents in Nguntoronadi district Wonogiri regency Central Java claim to have seen tigers that have been declared extinct in the Mount Pegat area The local office of the Natural Resources Conservation Agency BKSDA howeverwas quick to dismiss the sightings as Javan leopards I have seen Javan tigers on Mt Pegat and forests around the mountain I saw a tiger playing with her three cubs Mt Pegat juru kunci mountain attendant Suratno 58 said on Sunday Javanese culture recognizes the role of juru kunci the literal translation of which is the one who holds the key Juru kunci are tasked with watching over places such as mountains cemeteries or rivers Suratno said Mt Pegat had an area called Song Gogor where locals believed tigers and their cubs dwelled The species was believed to have gone extinct in the 1980s Javan tigers are not extinct They have stripes There has also been sightings of tigers leaving sugarcane fields usually in the afternoon Suratno said Harjanto 56 a resident of Kepuh Kulon Bumiharjo in Wonogiri said he had seen large striped cats in Mt Pegat However he could not confirm whether they were Javan tigers What I saw had a big body with stripes I dont know whether it was a tiger he said Sagimin a resident of Bumiharjo village claims to have seen a tiger near his house The body was the size of a calf and it had stripes During the dry season tigers usually find water in the river near our kampung I dont believe the tigers are extinct Ive seen them four times Sagimin said However Central Javas BKSDA head Suharman believed the sightings were not of Javan tigers but that of leopards Leopards have spots Javan tigers were declared extinct by the International Union of Conservation of Nature IUCN in the 1980s Tigers have not been seen since the 1960s Suharman said He said he not received any official reports from the residents about Javan tiger sightings However should his side receive any official reports the BKSDA would investigate the claims he said evi ;News;National;Sun, April 1, 2018 06:39 pm;http://www.thejakartapost.com/news/2018/04/01/wonogiri-residents-claim-sightings-of-extinct-javan-tiger.html
394;Fire guts wig factory in Cilincing;It took more than five hours for firefighters to put out a blazing fire at a wig factory operated by PT Misung Indonesia in the Kawasan Berikat Nusantara industrial zone in Cilincing North Jakarta on Saturday North Jakarta Fire Agency chief Satriadi said the fire started as a result of a short circuit that caused a refrigerator in the factorys cafeteria to explode Dozens of firefighters from at least 22 fire stations were deployed to extinguish the fire he said as reported by wartakotatribunnews He said the firefighters arrived at the scene after the fire had grown wild because they were not immediately notified The companys firefighters had tried to extinguish the fire first They failed and that was when they called us for help They should have called at the beginning Satriadi added A firefighter working under Satriadi Rudi said it was difficult to extinguish the fire There were numerous flammable objects like chemical liquids plastics and rubber he said The center of the fire wasnt accessible and the wind blew quite hard It took as many as 22 fire engines and its teams to finally put out the fire he added A witness and security officer of a neighboring manufacturer Farihuddin said he first noticed the fire at 1129 am No casualties were reported in the incident vlawit;News;City;Sun, April 1, 2018 06:08 pm;http://www.thejakartapost.com/news/2018/04/01/fire-guts-wig-factory-in-cilincing.html
395;Sandiaga appointed head of Prabowos vice presidential selection team;Jakarta Deputy Governor Sandiaga Uno was appointed the chairman of Prabowo Subiantos vice presidential selection team over the weekend Sandiagasaid he would not losehis focus as a public official in Jakarta God willing the duty will not affect my job as deputy governor Sandiaga saidon Saturdayaccording to tempoco Sandiaga a member of the Gerindra Party was a member of Prabowos election team during the 2014 presidential election As chairman Sandiaga will be tasked with traveling across the country to communicate with the public ahead of the 2019 presidential election However Sandiaga said he would only focus on the dutyon Sunday devoting the rest of the week to his work as deputy governor I have said to Pak Prabowo if the chairman duties disrupt my job I will not be able to fill the role he said In addition to Sandiaga House of Representatives Deputy Speaker Fadli Zon and Gerindra Party secretary Ahmad Muzani have also been appointed as members of the team Prabowo has not officially declared his candidacy for the presidential election next year Last Monday Jakarta Governor Anies Baswedan who has been mentioned as a potential running mate for Prabowo visited Prabowos house on Jl Kertanegara in Kebayoran BaruSouth Jakarta The event was attended by Gerindra members Anies said he did not talk about the presidential election at the event and that he only congratulated Ahmad Muzani who was recently appointed as a Peoples Consultative Assembly deputy speaker calevi;News;Politics;Sun, April 1, 2018 05:58 pm;http://www.thejakartapost.com/news/2018/04/01/sandiaga-appointed-head-of-prabowos-vice-presidential-selection-team.html
396;Energy firm Terregra strikes gold in 2017;Jakarta Publicly listed energy firm PT Terregra Asia Energy saw its net profit skyrocket by 4522 percent to Rp 8579 million US62458 throughout last year following its efforts to penetrate deeper into the countrys power generation business Terregra booked Rp 3792 billion in revenue in 2017 seeing a significant 24364 percent increase compared to the previous year Of the figure Rp 3526 billion came from its sales of power plant components and spare parts while Rp 266 billion came from power plant maintenance services The total profit attributable to owners of the company is Rp 8579 million in 2017 Terregra said in a statement on Saturday Terregra is currently in the process of constructing four micro-hydro power plants in North Sumatra which are expected to generate a total of 39 megawatts MW of electricity once they begin operating in 2019 The company has previously calculated that the investment value for such facilities would reach around 2 million to 25 million per MW Terregra has signed power purchase agreements PPA for those four facilities with state-electricity firm PLN for a period of 20 to 30 years By 2023 Terregra expects to operate renewable power plants with a total capacity of 492 MW in an effort to shift its core business from power plant service provider to renewable energy developer -- vir ;News;Business;Sun, April 1, 2018 05:42 pm;http://www.thejakartapost.com/news/2018/04/01/energy-firm-terregra-strikes-gold-in-2017.html
397; Pope celebrates Easter under sunny sky tight security ;Pope Francis celebrated Easter mass under tight security and a sunny sky on Sunday in front of tens of thousands of pilgrims gathered in a flower-bedecked St Peters Square Under a longstanding tradition the Netherlands donated some 50000 tulips daffodils roses and orchids for the occasion Access to the famous square for the mass on the holiest day in the Christian calendar marking Jesuss resurrection was tightly controlled Tourists and clergy alike formed long queues to have their belongings checked and pass through metal detectors Rome is the centre of the Catholic faith anti-terror prosecutor Federico Cafiero de Raho said Saturday For those who believe in the radical form of holy war Rome represents so many things put together -- theres the pope the Vatican Italian authorities are concerned that some of the estimated 120 radicalised Italians who left for Syria or Iraq to fight with jihadist groups could be returning to the country posing as migrants Last week saw a wave of anti-terror arrests with Interior Minister Marco Minniti warning of a high risk of an attack At noon 1000 GMT the pope is to deliver his traditional Urbi et Orbi To the City and the World address from the balcony of St Peters Basilica The head of the worlds 12 billion Catholics is expected to touch on many of the worlds conflicts and woes in the speech carried by news media around the globe On Good Friday Francis said he was ashamed that younger generations would inherit a world fractured by divisions and wars;News;World;Sun, April 1, 2018 05:40 pm;http://www.thejakartapost.com/news/2018/04/01/pope-celebrates-easter-under-sunny-sky-tight-security-.html
398;Traffic accident claims ojek drivers life;An ojek motorcycle taxi driver Abdul Latif died after being hit by a car on Jl Yos Sudarso in Plumpang North Jakartaon Wednesdayevening According to the North Jakarta traffic police the car hit the ojek after overtaking a container truck Adj Comr Sigit Purwanto the chief of the North Jakarta traffic police said the accident occurred because of a lack of concentration by the driver of the car Abdul died instantly on the scene as he suffered severe injuries His body was taken to Cipto Mangunkusumo Hospital in Central Jakarta The police are still questioning witnesses Previously another ojek driver was badly injured after being hit by a BMW car driven by a woman named Tiara Ayu Fauziah in Harmoni Central Jakartaon Monday The police said Tiara was under the influence of alcohol while driving the carcal;News;City;Thu, April 12, 2018 06:48 pm;http://www.thejakartapost.com/news/2018/04/12/traffic-accident-claims-ojek-drivers-life.html
399;Kuwait court sentences couple to death for Filipinas murder;A Kuwaiti court on Sunday sentenced in absentia a Lebanese man and his Syrian wife to death by hanging over the murder of a Filipina maid a judicial source said The court issued the sentence in the first hearing in the case of Joanna Demafelis the 29-year-old maid whose body was found in a freezer in Kuwait earlier this year The sentencing can still be appealed if the couple returns to Kuwait the source told AFP on condition of anonymity The Demafelis murder triggered a diplomatic crisis between Kuwait and the Philippines prompting Manila to impose a departure ban for its citizens planning to work in the Gulf state The Lebanese-Syrian couple was arrested in February in the Syrian capital Damascus following an Interpol manhunt Syrian authorities handed the husband Nader Essam Assaf over to Lebanese authorities while his Syrian wife remained in custody in Damascus An estimated 252000 Filipinos and Filipinas work in Kuwait and depend on remittances to help their families back home Rights groups have raised alarm around the plight of workers in the Gulf and other Arab countries where migrant labour is regulated under a system known as kafala The kafala or sponsorship system ties migrant workers visas to their employers prohibiting workers from leaving or changing jobs without prior consent;News;World;Sun, April 1, 2018 05:02 pm;http://www.thejakartapost.com/news/2018/04/01/kuwait-court-sentences-couple-to-death-for-filipinas-murder.html
400;Anies attends Easter service at Monas;Jakarta Governor Anies Baswedan and a congregation of thousands attended an Easter celebration at the National Monument Monas in Central Jakarta on Sunday morning Anies came to the event which was held by anIndonesian Bethel Church congregation at around 6 am during which the congregation sang before preacher Gilbert Lumoindong gave a sermon In his speech Anies said he received a letter from the church conveying its wish to celebrate Easter at the Monas The request was granted immediately Monas is a monument owned by all people This was the area used by Indonesian citizens to gather for the first time after the declaration of independence Anies said as quoted by kompascom He went on to say that he wanted to spread the message of Bhinneka Tunggal Ika Unity in Diversity the countrys national motto Diversity is a reality a fact and something that we have had ever since we were founded The message I want to convey is unity something that shaped Indonesia he added The chairman of the event Tommy Sihotang expressed gratitude over the city administration having allowed the church to celebrate Easter at the Monas He said there were no political motives tied to the event We came to Pak Anies and said that the event wouldnt be political Christians only want to worship and be grateful that Jesus had been resurrected he said Previously the Indonesian Communion of Churches PGI suggested that Christians celebrate Easter in their own churches to maintain the congregations focus and uphold the value of modesty associated with the event However PGI spokesman Jeirry Sumampow said the body allowed churches to celebrate at the Monas as it did not have the authority to prohibit such an activity calwit;News;City;Sun, April 1, 2018 04:52 pm;http://www.thejakartapost.com/news/2018/04/01/anies-attends-easter-service-at-monas.html
401;Tesla Driver died using Autopilot with hands off steering wheel;Tesla confirmed the Model X driver who died in a gruesome crash a week ago was using Autopilot and defended the safety record of its driver-assistance system thats back under scrutiny following a fatality Computer logs recovered from the Tesla driven by Wei Huang 38 show he didnt have his hands on the steering wheel for six seconds before the sport utility vehicle collided with a highway barrier in California and caught fire on March 23 according to a blog post the company published late Friday The driver had received several visual and one audible hands-on warning earlier in the drive Tesla said in the post The driver had about five seconds and 150 meters of unobstructed view of the concrete highway divider and an already-crushed crash cushion that his Model X collided with according to the company But the vehicle logs show that no action was taken The collision occurred days after an Uber Technologies self-driving test vehicle killed a pedestrian in Arizona the most significant incident involving autonomous-driving technology since a Tesla drivers death in May 2016 touched off months of finger-pointing and set back the companys Autopilot program A US transportation safety regulator said Tuesday it would investigate the Model X crash contributing to Teslas loss of more than 5 billion in market value this week Mushy Middle This is another potential illustration of the mushy middle of automation Bryant Walker Smith a University of South Carolina law professor who studies self-driving cars said in an email Partial automation systems such as Teslas Autopilot work unless and until they dont and there will be speculation and research about their safety he said Tesla defended Autopilot in the blog post saying a vehicle equipped with the system is 37 times less likely to be involved in a fatal accident US statistics show one automotive fatality every 86 million miles driven by all vehicles compared with 320 million miles in vehicles equipped with Autopilot according to the company Devastating Event None of this changes how devastating an event like this is or how much we feel for our customers family and friends Tesla wrote pushing back against criticism that it lacked empathy for bringing up safety statistics to counter scrutiny of Autopilot We must also care about people now and in the future whose lives may be saved if they know that Autopilot improves safety Tesla has introduced driver-assistance features through Autopilot that the company continuously improves via over-the-air software updates While the company said as of October 2016 that it was building all of its cars with hardware needed for full self-driving capability it hasnt said when its vehicles will clear testing and regulatory hurdles necessary to drive without human involvement The US National Transportation Safety Board sent investigators to look into the March crash The agency and the National Highway Traffic Safety Administration also are examining a Jan 22 collision in Los Angeles involving a Tesla Model S using Autopilot that rammed into a fire truck parked on the freeway NTSB Findings The NTSB concluded in September that Autopilots design was a contributing factor in the 2016 fatal crash in Florida involving a Model S driver whod been using the system and collided with a semi-trailer truck The agency criticized Autopilot for giving far too much leeway to the driver to divert his attention to something other than driving In the wake of that crash Tesla has said Autopilot stopped allowing drivers to ignore repeated warnings to keep their hands on the wheel While the NTSB also was critical of systems that only monitor steering wheel movement and dont measure whether drivers are looking at the road Tesla hasnt adopted or enabled driver-facing scanners that can monitor whether eyes are looking ahead toward the road;News;World;Sun, April 1, 2018 04:30 pm;http://www.thejakartapost.com/news/2018/04/01/tesla-driver-died-using-autopilot-with-hands-off-steering-wheel.html
402;Depok Police officer nabbed for alleged meth possession;The Jakarta Police narcotics unit recently arrested Adj First Insp Dadang Sumantri an officer of the Sawangan Police in Depok West Java over the alleged possession of crystal methamphetamine the police said over the weekend Hes undergoing an investigation at the Jakarta Police detainment center narcotics unit chief Sr Comr Suwondo Nainggolan said as reported bykompascomon Saturday His team arrested Dadang at his house onJl Rebana IV in Sukmajaya district in Depok on Wednesday Suwondo said The policeseized 634 grams of meth allegedly owned by the suspect Along with Dadang the police had also detained Alfi Rizki who allegedly had 753 grams of meth in his pocket Were currently attempting to determine who they got the drugs from Suwondo said adding that Dadang and Alfi said they purchased the meth from a man in Mampang South Jakarta vlaevi;News;City;Sun, April 1, 2018 04:30 pm;http://www.thejakartapost.com/news/2018/04/01/depok-police-officer-nabbed-for-alleged-meth-possession.html
403; Shut it Ex-skipper Taylor says Australia may ban verbals ;Former captain Mark Taylor said Sunday that Cricket Australia were considering a ban on sledging or verbal taunting after the ball-tampering scandal and fractious current Test series with South Africa The cheating crisis in the third Test which saw Steve Smith and David Warner stripped ofthe captaincy and vice-captaincy and banned from the sport for a year followed an ill-tempered start to the series Cameron Bancroft was also suspended for nine months When asked if a ban on sledging was a possibility Taylor a Cricket Australia board member told broadcaster Channel Nine Absolutely You are not going to stop people talking out on the field Talking is one thing he added Abusing sledging bullying verbalising whatever you want to call it is another thing Its gone too far The practice of sledging -- taunting opponents verbally on the field with the aim of distracting them -- has been in the spotlight after Warner and South Africas Quinton de Kock were involved in a physical confrontation during the first Test Warner had said the confrontation was triggered by a jibe about his wife reportedly in retaliation after De Kock was sledged by the Australian Taylor would not reveal what his plans were when asked if he would move a motion on the CA board to ban sledging That may or may not happen in a board meeting in three weeks time thats not to be aired on national television he said His comments came in the wake of outgoing Australia coach Darren Lehmanns vow to take a leaf out of the playing style and conduct of teams such as New Zealand who imposed a no-sledging policy in 2013 after their own crisis of confidence Australian Prime Minister Malcolm Turnbull has also called for an end to sledging saying Tuesday that the strongest action needed to be taken as the verbal abuse had gotten right out of control The recent Ashes series was likewise marred by sledging with tensions between Smith and England bowler James Anderson leading umpire Aleem Dar to have to separate the pair when the Australian was batting Anderson described the Aussies as bullies who overstepped the line ahead of the Adelaide Test with Smith retorting that the Englishman was one of the biggest sledgers in the game ;News;Sports;Sun, April 1, 2018 03:50 pm;http://www.thejakartapost.com/news/2018/04/01/shut-it-ex-skipper-taylor-says-australia-may-ban-verbals-.html
404; Sweden introduces eco-friendly aviation tax ;Sweden introduced a new aviation tax on Sunday that will add an extra charge to all passenger flights from the country in a bid to lessen air travels impact on the climate The objective of the tax is to minimise the carbon footprint of flights following a sharp increase in air travel climate ministerand Greens spokeswoman Isabella Lovin wrote in Swedish newspaper Dagens Nyheter All flights departing from Swedish airports will have an added charge of between 60 to 400 krona 7 to 49 six to 39 euros depending on the destination It will apply to everyone except babes in arms flight crews passengers stopping over without changing planes and -- in some circumstances -- those in transit to take another flight According to a survey published on March 25 by Dagens Nyheter 53 percent of Swedes are in the favour of the new tax However the opposition Centre party has criticised the move calling for airlines to be required to use a percentage of biofuels;News;World;Sun, April 1, 2018 03:15 pm;http://www.thejakartapost.com/news/2018/04/01/sweden-introduces-eco-friendly-aviation-tax-.html
405;2017 success one-off event Bumi Resources;PT Bumi Resources Indonesias largest thermal coal miner says its huge success in 2017 was only a one-off event and it is unlikely the company will repeat it again this year The year 2017 was a landmark year and we expect 2018 to be a more representative year for Bumi without the one-offs that occurred last year Bumi corporate secretary Dileep Srivastava told The Jakarta Post recently Bumi affiliated with politician and tycoon Aburizal Bakrie saw its revenues fall by 257 percent year-on-year to US1736 million in 2017 However its net income from associates and joint ventures soared by 14523 percent to 2066 million Moreover after increasing its ownership of PT Arutmin Indonesia from 70 to 90 percent last year Bumi revaluated Arutmins assets resulting in a significant jump in the assets value from only 262 million to 135 billion Subsequently Bumi included 74038 million in its other income posted as a gain on an increase in share investment value Then after taking into account other variables including asset impairment worth 4864 million and taxes of 6697 million Bumi was able to record a net profit of 37325 million a staggering 45139 percent jump compared to its 2016 achievement Furthermore Bumis debt-restructuring efforts last year eventually led to a 4207 percent reduction in its total liabilities to 341 billion In 2018 Bumi expects to boost its coal production by 10 percent from the 837 million tons it recorded last year evi;News;Business;Sun, April 1, 2018 02:30 pm;http://www.thejakartapost.com/news/2018/04/01/2017-success-one-off-event-bumi-resources.html
406; Prominent Bangladesh lawyer disappears after Islamist trials ;A prominent Bangladeshi lawyer who fought the states case in a high-profile murder trial against Islamist extremists has disappeared police said Sunday with grave fears for his safety Ratish Chandra Bhowmik a respected prosecutor and champion of minority rights has not been seen since he left his home in Rangpur early Friday morning His disappearance comes a fortnight after seven militants from the Jamayetul Mujahideen Bangladesh were sentenced to death for murdering the caretaker of a Sufi shrine in November 2015 Bhowmik led the case that saw nearly a dozen hardliners from the homegrown extremist group convicted for killing the caretaker because they considered him a heretic Lawyers in the northern Bangladeshi city have staged protests calling for information about their colleague We are concerned and worried said Abdul Malek a lawyer who represented the state with Bhowmik in the trial against the militants Bhowmik a Hindu and leading cultural activist also lead the states prosecution against five JMB extremists sentenced to death for the murder of 66-year-old Japanese farmer Hoshi Kunio in 2015 Rangpur regional police chief Khandaker Golam Faruque told AFP that Bhowmik had refused the offer of an armed escort during the high-profile trials There was no threat against him His family filed a complaint about his disappearance on Friday night Faruque said JMB regrouped after the execution of its founder and top leadership in 2007 and has been blamed for a wave of attacks on religious minorities atheist bloggers and foreigners in recent years In July 2016 suspected JMB militants stormed a Dhaka cafe and massacred 22 hostages including 18 foreigners in an assault claimed by the Islamic State group Bangladesh has been waging a campaign against JMB and other homegrown militant outfits in the wake of the attacks Security forces have shot dead more than 70 alleged militants in a crackdown since the cafe assault Hundreds of suspected Islamists have also been arrested and scores have been sentenced to death;News;World;Sun, April 1, 2018 02:09 pm;http://www.thejakartapost.com/news/2018/04/01/prominent-bangladesh-lawyer-disappears-after-islamist-trials-.html
407;Building collapse kills 10 in central India;A dilapidated four-storey building has collapsed in a central Indian city killing at least 10 people police said Sunday the latest such disaster in a country infamous for poor construction and safety standards Rescue workers retrieved several people left trapped under tonnes of debris after the building collapsed in a crowded neighbourhood of Indore on Saturday night We pulled out 12 people from under the debris Ten of them have died police inspector Sanju Kamle told AFP Local media reports said the collapse took place after a car drove into the buildings front portion We are investigating At the moment it is difficult to say how it collapsed Kamle said Rescue workers had managed to clear the debris and some of the injured were being treated at a government-run hospital Kamle added Building disasters are common in Indian cities where millions are forced to live in cramped run-down properties due to spiralling real estate prices and a lack of proper housing Activists say owners often cut corners on construction to save costs with little regard to safety Some 30 people perished in September last year when a 117-year-old apartment building collapsed in Indias financial hub of Mumbai And in 2013 60 people were killed when a residential block came crashing down in one of the countrys worst housing disasters;News;World;Sun, April 1, 2018 12:50 pm;http://www.thejakartapost.com/news/2018/04/01/building-collapse-kills-10-in-central-india.html
408;Operations normal after oil spill fire Pertamina;State-owned oil and gas company PT Pertamina said on Saturday its operations in Balikpapan East Kalimantan were proceeding as normal despite an oil spill that led to a fire The fire left two dead and one other injured Pertamina which manages Refinery Unit V in Balikpapan has denied that the spill was a result of its operations Balikpapan Police are investigating the cause of the spill and the fire First the spill is not crude oil but marine fuel oil or MFO Pertaminas general manager for Refinery Unit V Togar MP said on Saturday in Balikpapan MFO is a fuel used by ships The spill was spotted from Jetty 2 of Semayang Port to Kampung Atas Air Mekarsari an area north of the refinery unit Togar said Pertaminas investigation of all its installations at Balikpapan Bay found no leakage Neither did it find any leakage from the undersea pipeline connecting Lawe-Lawe Terminal to the refinery unit he added However Pertamina had deployed a team once it was alerted to the spill at 3 am on Saturday The team helped prevent the spill from spreading too far Togar said The team also took a sample to identify the source and found that the spill was not from Pertaminas operation Togar said teams from Pertamina and private oil company Chevron Indonesia helped extinguish the fire The fire left two fishermen dead and injured a crewmember of the vessel MV Ever Judger 2 which was docked in the bay evi;News;National;Sun, April 1, 2018 12:20 pm;http://www.thejakartapost.com/news/2018/04/01/operations-normal-after-oil-spill-fire-pertamina.html
409;Energy minister opposes mining law revision;Energy and Mineral Resources Minister Ignasius Jonan has questioned the House of Representatives efforts to amend the 2009 Mining Law saying that another change to the law would only bring uncertainty in the countrys mining sector After submitting the draft revision of the law to the House Legislation Body Baleg in March lawmakers are set to start discussing the bill along with the government this month and complete the whole revision process by July at the latest However Jonan said the revision might not be a good idea especially considering that the law had only been in place for less than a decade while the mining industry actually needed long-term stability I personally said if it is possible we do not need to amend the mining law Jonan said on Wednesday The substance of the mining law is quite generic Why do we need to amend this if we can accommodate businesses with other regulations Otherwise we will keep changing the law which will be not good for the mining industry As stated in the draft revision dated March 7 the new mining law will provide several incentives for miners committed to integrating processing activities of mineral and coal from the upstream to the downstream sector For instance miners that have integrated their operations with processing facilities will be granted a license for production and operation for a 20-year period which will be directly extended for another 20 years with an option to renew it for an additional 10 years bbn;News;Business;Thu, April 12, 2018 06:36 pm;http://www.thejakartapost.com/news/2018/04/12/energy-minister-opposes-mining-law-revision.html
410;Over 10 million individual tax returns submitted as of deadline day;Over 10 million individual taxpayers had submitted their annual tax returns as of Saturday morning Finance Minister Sri Mulyani Indrawati said The number is still below the Finance Ministrys target of 80 percent of the 18 million individual taxpayers that are subject to the annual tax return filing which amounts to about 144 million Up till today we have received 10051101 individual tax returns Sri Mulyani said after a visit to a Central Jakarta tax office on Saturday About 82 million of the tax returns were filed using the online e-filing system while the remaining 18 million were filed manually Today every tax office in Indonesia is open to receive individual tax return filing the Finance Ministrys Director General of Taxation Robert Pakpahan said But you dont have to come to the tax office to file it can also be done online Both Sri Mulyani and Robert acknowledged that there had been some network issues that made it difficult for some taxpayers to file their returns online Sri Mulyani said that one way to avoid such problems would be to file long before the deadline to avoid overloading the servers I urge all taxpayers not to wait until the deadline Next year we will campaign about this again she said adding that the ministry would also continue to improve its network capacity Taxpayers who miss the deadline are subject to a fine of Rp 100000 US727 kmtevi ;News;Business;Sun, April 1, 2018 11:35 am;http://www.thejakartapost.com/news/2018/04/01/over-10-million-individual-tax-returns-submitted-as-of-deadline-day.html
